Name,ArtifactIdentifier,GenerationName,PrevGenArtifactIdentifier,PrevGenName,RootArtifactIdentifier,CountOfAKAs,PrevGenCountOfAKAs,ChangeInAKAs,TrialArtifact,ExpTransformerIsSyntaxFree,Trial
10542:10686-Analysis-FREE,10686,104-To Do App-Generation-5,10669,104-To Do App-Generation-4,10542,1.000,2.000,1.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-01-10686-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10542:10705-Analysis-FREE,10705,104-To Do App-Generation-6,10686,104-To Do App-Generation-5,10542,0.000,1.000,1.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-01-10705-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10543:10543-Analysis-FREE,10543,104-To Do App-Generation-1,,,10543,2.000,,2.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-01-10543-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10543:10586-Analysis-FREE,10586,104-To Do App-Generation-2,10543,104-To Do App-Generation-1,10543,0.000,2.000,2.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-01-10586-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10543:10637-Analysis-FREE,10637,104-To Do App-Generation-3,10586,104-To Do App-Generation-2,10543,1.000,0.000,1.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-01-10637-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10543:10674-Analysis-FREE,10674,104-To Do App-Generation-4,10637,104-To Do App-Generation-3,10543,0.000,1.000,1.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-01-10674-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10543:10688-Analysis-FREE,10688,104-To Do App-Generation-5,10674,104-To Do App-Generation-4,10543,1.000,0.000,1.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-01-10688-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10543:10701-Analysis-FREE,10701,104-To Do App-Generation-6,10688,104-To Do App-Generation-5,10543,1.000,1.000,0.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-01-10701-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10544:10544-Analysis-FREE,10544,104-To Do App-Generation-1,,,10544,1.000,,1.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-01-10544-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10544:10591-Analysis-FREE,10591,104-To Do App-Generation-2,10544,104-To Do App-Generation-1,10544,1.000,1.000,0.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-01-10591-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10544:10634-Analysis-FREE,10634,104-To Do App-Generation-3,10591,104-To Do App-Generation-2,10544,0.000,1.000,1.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-01-10634-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10544:10666-Analysis-FREE,10666,104-To Do App-Generation-4,10634,104-To Do App-Generation-3,10544,1.000,0.000,1.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-01-10666-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10544:10682-Analysis-FREE,10682,104-To Do App-Generation-5,10666,104-To Do App-Generation-4,10544,1.000,1.000,0.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-01-10682-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10544:10712-Analysis-FREE,10712,104-To Do App-Generation-6,10682,104-To Do App-Generation-5,10544,1.000,1.000,0.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-01-10712-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10545:10545-Analysis-FREE,10545,104-To Do App-Generation-1,,,10545,0.000,,0.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-01-10545-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10545:10595-Analysis-FREE,10595,104-To Do App-Generation-2,10545,104-To Do App-Generation-1,10545,2.000,0.000,2.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-01-10595-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10545:10627-Analysis-FREE,10627,104-To Do App-Generation-3,10595,104-To Do App-Generation-2,10545,0.000,2.000,2.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-01-10627-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10545:10661-Analysis-FREE,10661,104-To Do App-Generation-4,10627,104-To Do App-Generation-3,10545,3.000,0.000,3.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-01-10661-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10545:10681-Analysis-FREE,10681,104-To Do App-Generation-5,10661,104-To Do App-Generation-4,10545,0.000,3.000,3.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-01-10681-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10545:10718-Analysis-FREE,10718,104-To Do App-Generation-6,10681,104-To Do App-Generation-5,10545,3.000,0.000,3.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-01-10718-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10546:10546-Analysis-FREE,10546,104-To Do App-Generation-1,,,10546,1.000,,1.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-01-10546-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10546:10584-Analysis-FREE,10584,104-To Do App-Generation-2,10546,104-To Do App-Generation-1,10546,0.000,1.000,1.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-01-10584-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10546:10629-Analysis-FREE,10629,104-To Do App-Generation-3,10584,104-To Do App-Generation-2,10546,1.000,0.000,1.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-01-10629-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10546:10670-Analysis-FREE,10670,104-To Do App-Generation-4,10629,104-To Do App-Generation-3,10546,0.000,1.000,1.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-01-10670-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10546:10683-Analysis-FREE,10683,104-To Do App-Generation-5,10670,104-To Do App-Generation-4,10546,1.000,0.000,1.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-01-10683-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10546:10703-Analysis-FREE,10703,104-To Do App-Generation-6,10683,104-To Do App-Generation-5,10546,4.000,1.000,3.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-01-10703-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10547:10547-Analysis-FREE,10547,104-To Do App-Generation-1,,,10547,0.000,,0.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-01-10547-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10547:10589-Analysis-FREE,10589,104-To Do App-Generation-2,10547,104-To Do App-Generation-1,10547,0.000,0.000,0.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-01-10589-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10547:10620-Analysis-FREE,10620,104-To Do App-Generation-3,10589,104-To Do App-Generation-2,10547,0.000,0.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-01-10620-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10547:10664-Analysis-FREE,10664,104-To Do App-Generation-4,10620,104-To Do App-Generation-3,10547,1.000,0.000,1.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-01-10664-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10547:10697-Analysis-FREE,10697,104-To Do App-Generation-5,10664,104-To Do App-Generation-4,10547,0.000,1.000,1.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-01-10697-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10547:10711-Analysis-FREE,10711,104-To Do App-Generation-6,10697,104-To Do App-Generation-5,10547,0.000,0.000,0.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-01-10711-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10548:10548-Analysis-FREE,10548,104-To Do App-Generation-1,,,10548,2.000,,2.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-01-10548-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10548:10593-Analysis-FREE,10593,104-To Do App-Generation-2,10548,104-To Do App-Generation-1,10548,1.000,2.000,1.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-01-10593-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10548:10628-Analysis-FREE,10628,104-To Do App-Generation-3,10593,104-To Do App-Generation-2,10548,1.000,1.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-01-10628-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10548:10677-Analysis-FREE,10677,104-To Do App-Generation-4,10628,104-To Do App-Generation-3,10548,0.000,1.000,1.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-01-10677-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10548:10692-Analysis-FREE,10692,104-To Do App-Generation-5,10677,104-To Do App-Generation-4,10548,1.000,0.000,1.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-01-10692-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10548:10707-Analysis-FREE,10707,104-To Do App-Generation-6,10692,104-To Do App-Generation-5,10548,0.000,1.000,1.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-01-10707-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10549:10549-Analysis-FREE,10549,104-To Do App-Generation-1,,,10549,1.000,,1.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-01-10549-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10549:10597-Analysis-FREE,10597,104-To Do App-Generation-2,10549,104-To Do App-Generation-1,10549,1.000,1.000,0.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-01-10597-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10549:10638-Analysis-FREE,10638,104-To Do App-Generation-3,10597,104-To Do App-Generation-2,10549,1.000,1.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-01-10638-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10549:10678-Analysis-FREE,10678,104-To Do App-Generation-4,10638,104-To Do App-Generation-3,10549,2.000,1.000,1.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-01-10678-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10549:10693-Analysis-FREE,10693,104-To Do App-Generation-5,10678,104-To Do App-Generation-4,10549,2.000,2.000,0.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-01-10693-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10549:10714-Analysis-FREE,10714,104-To Do App-Generation-6,10693,104-To Do App-Generation-5,10549,3.000,2.000,1.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-01-10714-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10550:10550-Analysis-FREE,10550,104-To Do App-Generation-1,,,10550,0.000,,0.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-01-10550-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10550:10587-Analysis-FREE,10587,104-To Do App-Generation-2,10550,104-To Do App-Generation-1,10550,0.000,0.000,0.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-01-10587-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10550:10622-Analysis-FREE,10622,104-To Do App-Generation-3,10587,104-To Do App-Generation-2,10550,0.000,0.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-01-10622-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10550:10662-Analysis-FREE,10662,104-To Do App-Generation-4,10622,104-To Do App-Generation-3,10550,0.000,0.000,0.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-01-10662-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10550:10689-Analysis-FREE,10689,104-To Do App-Generation-5,10662,104-To Do App-Generation-4,10550,0.000,0.000,0.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-01-10689-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10550:10706-Analysis-FREE,10706,104-To Do App-Generation-6,10689,104-To Do App-Generation-5,10550,0.000,0.000,0.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-01-10706-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10551:10551-Analysis-FREE,10551,104-To Do App-Generation-1,,,10551,1.000,,1.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-01-10551-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10551:10579-Analysis-FREE,10579,104-To Do App-Generation-2,10551,104-To Do App-Generation-1,10551,1.000,1.000,0.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-01-10579-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10551:10630-Analysis-FREE,10630,104-To Do App-Generation-3,10579,104-To Do App-Generation-2,10551,1.000,1.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-01-10630-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10551:10659-Analysis-FREE,10659,104-To Do App-Generation-4,10630,104-To Do App-Generation-3,10551,0.000,1.000,1.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-01-10659-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10551:10694-Analysis-FREE,10694,104-To Do App-Generation-5,10659,104-To Do App-Generation-4,10551,0.000,0.000,0.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-01-10694-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10551:10709-Analysis-FREE,10709,104-To Do App-Generation-6,10694,104-To Do App-Generation-5,10551,1.000,0.000,1.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-01-10709-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10552:10552-Analysis-FREE,10552,104-To Do App-Generation-1,,,10552,2.000,,2.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-01-10552-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10552:10594-Analysis-FREE,10594,104-To Do App-Generation-2,10552,104-To Do App-Generation-1,10552,1.000,2.000,1.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-01-10594-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10552:10624-Analysis-FREE,10624,104-To Do App-Generation-3,10594,104-To Do App-Generation-2,10552,0.000,1.000,1.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-01-10624-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10552:10672-Analysis-FREE,10672,104-To Do App-Generation-4,10624,104-To Do App-Generation-3,10552,0.000,0.000,0.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-01-10672-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10552:10679-Analysis-FREE,10679,104-To Do App-Generation-5,10672,104-To Do App-Generation-4,10552,1.000,0.000,1.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-01-10679-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10552:10700-Analysis-FREE,10700,104-To Do App-Generation-6,10679,104-To Do App-Generation-5,10552,0.000,1.000,1.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-01-10700-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10553:10553-Analysis-FREE,10553,104-To Do App-Generation-1,,,10553,0.000,,0.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-01-10553-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10553:10582-Analysis-FREE,10582,104-To Do App-Generation-2,10553,104-To Do App-Generation-1,10553,0.000,0.000,0.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-01-10582-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10553:10632-Analysis-FREE,10632,104-To Do App-Generation-3,10582,104-To Do App-Generation-2,10553,0.000,0.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-01-10632-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10553:10671-Analysis-FREE,10671,104-To Do App-Generation-4,10632,104-To Do App-Generation-3,10553,4.000,0.000,4.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-01-10671-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10553:10696-Analysis-FREE,10696,104-To Do App-Generation-5,10671,104-To Do App-Generation-4,10553,0.000,4.000,4.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-01-10696-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10553:10717-Analysis-FREE,10717,104-To Do App-Generation-6,10696,104-To Do App-Generation-5,10553,3.000,0.000,3.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-01-10717-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10554:10554-Analysis-FREE,10554,104-To Do App-Generation-1,,,10554,0.000,,0.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-01-10554-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10554:10598-Analysis-FREE,10598,104-To Do App-Generation-2,10554,104-To Do App-Generation-1,10554,0.000,0.000,0.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-01-10598-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10554:10619-Analysis-FREE,10619,104-To Do App-Generation-3,10598,104-To Do App-Generation-2,10554,2.000,0.000,2.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-01-10619-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10554:10668-Analysis-FREE,10668,104-To Do App-Generation-4,10619,104-To Do App-Generation-3,10554,0.000,2.000,2.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-01-10668-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10554:10695-Analysis-FREE,10695,104-To Do App-Generation-5,10668,104-To Do App-Generation-4,10554,0.000,0.000,0.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-01-10695-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10554:10710-Analysis-FREE,10710,104-To Do App-Generation-6,10695,104-To Do App-Generation-5,10554,0.000,0.000,0.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-01-10710-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10555:10555-Analysis-FREE,10555,104-To Do App-Generation-1,,,10555,2.000,,2.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-01-10555-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10555:10585-Analysis-FREE,10585,104-To Do App-Generation-2,10555,104-To Do App-Generation-1,10555,0.000,2.000,2.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-01-10585-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10555:10631-Analysis-FREE,10631,104-To Do App-Generation-3,10585,104-To Do App-Generation-2,10555,1.000,0.000,1.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-01-10631-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10555:10663-Analysis-FREE,10663,104-To Do App-Generation-4,10631,104-To Do App-Generation-3,10555,0.000,1.000,1.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-01-10663-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10555:10685-Analysis-FREE,10685,104-To Do App-Generation-5,10663,104-To Do App-Generation-4,10555,1.000,0.000,1.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-01-10685-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10555:10716-Analysis-FREE,10716,104-To Do App-Generation-6,10685,104-To Do App-Generation-5,10555,0.000,1.000,1.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-01-10716-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10556:10556-Analysis-FREE,10556,104-To Do App-Generation-1,,,10556,0.000,,0.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-01-10556-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10556:10590-Analysis-FREE,10590,104-To Do App-Generation-2,10556,104-To Do App-Generation-1,10556,0.000,0.000,0.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-01-10590-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10556:10635-Analysis-FREE,10635,104-To Do App-Generation-3,10590,104-To Do App-Generation-2,10556,0.000,0.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-01-10635-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10556:10676-Analysis-FREE,10676,104-To Do App-Generation-4,10635,104-To Do App-Generation-3,10556,0.000,0.000,0.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-01-10676-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10556:10690-Analysis-FREE,10690,104-To Do App-Generation-5,10676,104-To Do App-Generation-4,10556,1.000,0.000,1.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-01-10690-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10556:10704-Analysis-FREE,10704,104-To Do App-Generation-6,10690,104-To Do App-Generation-5,10556,1.000,1.000,0.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-01-10704-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10557:10557-Analysis-FREE,10557,104-To Do App-Generation-1,,,10557,1.000,,1.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-01-10557-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10557:10581-Analysis-FREE,10581,104-To Do App-Generation-2,10557,104-To Do App-Generation-1,10557,1.000,1.000,0.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-01-10581-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10557:10626-Analysis-FREE,10626,104-To Do App-Generation-3,10581,104-To Do App-Generation-2,10557,1.000,1.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-01-10626-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10557:10673-Analysis-FREE,10673,104-To Do App-Generation-4,10626,104-To Do App-Generation-3,10557,0.000,1.000,1.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-01-10673-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10557:10687-Analysis-FREE,10687,104-To Do App-Generation-5,10673,104-To Do App-Generation-4,10557,1.000,0.000,1.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-01-10687-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10557:10699-Analysis-FREE,10699,104-To Do App-Generation-6,10687,104-To Do App-Generation-5,10557,1.000,1.000,0.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-01-10699-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10558:10558-Analysis-FREE,10558,104-To Do App-Generation-1,,,10558,0.000,,0.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-01-10558-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10558:10596-Analysis-FREE,10596,104-To Do App-Generation-2,10558,104-To Do App-Generation-1,10558,0.000,0.000,0.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-01-10596-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10558:10633-Analysis-FREE,10633,104-To Do App-Generation-3,10596,104-To Do App-Generation-2,10558,0.000,0.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-01-10633-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10558:10675-Analysis-FREE,10675,104-To Do App-Generation-4,10633,104-To Do App-Generation-3,10558,3.000,0.000,3.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-01-10675-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10558:10684-Analysis-FREE,10684,104-To Do App-Generation-5,10675,104-To Do App-Generation-4,10558,0.000,3.000,3.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-01-10684-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10558:10708-Analysis-FREE,10708,104-To Do App-Generation-6,10684,104-To Do App-Generation-5,10558,3.000,0.000,3.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-01-10708-Trial-506,1,104-To Do App-Trial-506-2024-08-01
10774:10774-Analysis-FREE,10774,104-To Do App-Generation-1,,,10774,1.000,,1.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-03-10774-Trial-509,1,104-To Do App-Trial-509-2024-08-03
10774:10785-Analysis-FREE,10785,104-To Do App-Generation-2,10774,104-To Do App-Generation-1,10774,1.000,1.000,0.000,1030-FREE-104-To Do App-Generation-2--5024-FREE-Add assigned to attr-2024-08-03-10785-Trial-509,1,104-To Do App-Trial-509-2024-08-03
10774:10795-Analysis-FREE,10795,104-To Do App-Generation-3,10785,104-To Do App-Generation-2,10774,1.000,1.000,0.000,1031-FREE-104-To Do App-Generation-3--5025-FREE-Add the notion of du-2024-08-03-10795-Trial-509,1,104-To Do App-Trial-509-2024-08-03
10774:10804-Analysis-FREE,10804,104-To Do App-Generation-4,10795,104-To Do App-Generation-3,10774,1.000,1.000,0.000,1032-FREE-104-To Do App-Generation-4--5026-FREE-Remove employee from-2024-08-03-10804-Trial-509,1,104-To Do App-Trial-509-2024-08-03
10774:10816-Analysis-FREE,10816,104-To Do App-Generation-5,10804,104-To Do App-Generation-4,10774,1.000,1.000,0.000,1033-FREE-104-To Do App-Generation-5--5027-FREE-Please write this in-2024-08-03-10816-Trial-509,1,104-To Do App-Trial-509-2024-08-03
10774:10824-Analysis-FREE,10824,104-To Do App-Generation-6,10816,104-To Do App-Generation-5,10774,1.000,1.000,0.000,1035-FREE-104-To Do App-Generation-6--5028-FREE-Infer as much detail-2024-08-03-10824-Trial-509,1,104-To Do App-Trial-509-2024-08-03
10775:10775-Analysis-FREE,10775,104-To Do App-Generation-1,,,10775,1.000,,1.000,1026-FREE-104-To Do App-Generation-1--5021-FREE-Write a single-sourc-2024-08-03-10775-Trial-509,1,104-To Do App-Trial-509-2024-08-03
