Name,ArtifactIdentifier,GenerationName,PrevGenArtifactIdentifier,PrevGenName,RootArtifactIdentifier,CountOfAKAs,PrevGenCountOfAKAs,ChangeInAKAs,TrialArtifact,ExpTransformerIsSyntaxFree,Trial
12455:12464-Analysis-FREE,12464,106-Long Prompt Experiment-Generation-10,12455,106-Long Prompt Experiment-Generation-1,12455,0.000,0.000,0.000,1119-FREE-106-Long Prompt Experiment-Generation-10-106-Long Prompt Experiment-Generation-10-5098-FREE-In the final review -2024-08-04-12464-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12475:12475-Analysis-FREE,12475,106-Long Prompt Experiment-Generation-1,,,12475,5.000,,0.000,1047-FREE-106-Long Prompt Experiment-Generation-1-106-Long Prompt Experiment-Generation-1-5041-FREE-Write a single sourc-2024-08-04-12475-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12475:12476-Analysis-FREE,12476,106-Long Prompt Experiment-Generation-2,12484,106-Long Prompt Experiment-Generation-10,12475,0.000,0.000,0.000,1048-FREE-106-Long Prompt Experiment-Generation-2-106-Long Prompt Experiment-Generation-2-5096-FREE-Luke and Bishop conv-2024-08-04-12476-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12475:12477-Analysis-FREE,12477,106-Long Prompt Experiment-Generation-3,12476,106-Long Prompt Experiment-Generation-2,12475,0.000,0.000,0.000,1049-FREE-106-Long Prompt Experiment-Generation-3-106-Long Prompt Experiment-Generation-3-5046-FREE-In a development mee-2024-08-04-12477-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12475:12478-Analysis-FREE,12478,106-Long Prompt Experiment-Generation-4,12477,106-Long Prompt Experiment-Generation-3,12475,1.000,0.000,1.000,1050-FREE-106-Long Prompt Experiment-Generation-4-106-Long Prompt Experiment-Generation-4-5042-FREE-Cindy and Joan met t-2024-08-04-12478-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12475:12479-Analysis-FREE,12479,106-Long Prompt Experiment-Generation-5,12478,106-Long Prompt Experiment-Generation-4,12475,0.000,1.000,1.000,1051-FREE-106-Long Prompt Experiment-Generation-5-106-Long Prompt Experiment-Generation-5-5097-FREE-Sandra and Tom analy-2024-08-04-12479-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12475:12480-Analysis-FREE,12480,106-Long Prompt Experiment-Generation-6,12479,106-Long Prompt Experiment-Generation-5,12475,0.000,0.000,0.000,1115-FREE-106-Long Prompt Experiment-Generation-6-106-Long Prompt Experiment-Generation-6-5045-FREE-During a follow-up m-2024-08-04-12480-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12475:12481-Analysis-FREE,12481,106-Long Prompt Experiment-Generation-7,12480,106-Long Prompt Experiment-Generation-6,12475,0.000,0.000,0.000,1116-FREE-106-Long Prompt Experiment-Generation-7-106-Long Prompt Experiment-Generation-7-5043-FREE-Sandra and Tom discu-2024-08-04-12481-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12475:12482-Analysis-FREE,12482,106-Long Prompt Experiment-Generation-8,12481,106-Long Prompt Experiment-Generation-7,12475,0.000,0.000,0.000,1117-FREE-106-Long Prompt Experiment-Generation-8-106-Long Prompt Experiment-Generation-8-5044-FREE-Bob and Mary revisit-2024-08-04-12482-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12475:12483-Analysis-FREE,12483,106-Long Prompt Experiment-Generation-9,12482,106-Long Prompt Experiment-Generation-8,12475,0.000,0.000,0.000,1118-FREE-106-Long Prompt Experiment-Generation-9-106-Long Prompt Experiment-Generation-9-5095-FREE-During their project-2024-08-04-12483-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12475:12484-Analysis-FREE,12484,106-Long Prompt Experiment-Generation-10,12475,106-Long Prompt Experiment-Generation-1,12475,0.000,5.000,5.000,1119-FREE-106-Long Prompt Experiment-Generation-10-106-Long Prompt Experiment-Generation-10-5098-FREE-In the final review -2024-08-04-12484-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12495:12495-Analysis-FREE,12495,106-Long Prompt Experiment-Generation-1,,,12495,2.000,,0.000,1047-FREE-106-Long Prompt Experiment-Generation-1-106-Long Prompt Experiment-Generation-1-5041-FREE-Write a single sourc-2024-08-04-12495-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12495:12496-Analysis-FREE,12496,106-Long Prompt Experiment-Generation-2,12504,106-Long Prompt Experiment-Generation-10,12495,1.000,0.000,1.000,1048-FREE-106-Long Prompt Experiment-Generation-2-106-Long Prompt Experiment-Generation-2-5096-FREE-Luke and Bishop conv-2024-08-04-12496-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12495:12497-Analysis-FREE,12497,106-Long Prompt Experiment-Generation-3,12496,106-Long Prompt Experiment-Generation-2,12495,0.000,1.000,1.000,1049-FREE-106-Long Prompt Experiment-Generation-3-106-Long Prompt Experiment-Generation-3-5046-FREE-In a development mee-2024-08-04-12497-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12495:12498-Analysis-FREE,12498,106-Long Prompt Experiment-Generation-4,12497,106-Long Prompt Experiment-Generation-3,12495,1.000,0.000,1.000,1050-FREE-106-Long Prompt Experiment-Generation-4-106-Long Prompt Experiment-Generation-4-5042-FREE-Cindy and Joan met t-2024-08-04-12498-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12495:12499-Analysis-FREE,12499,106-Long Prompt Experiment-Generation-5,12498,106-Long Prompt Experiment-Generation-4,12495,0.000,1.000,1.000,1051-FREE-106-Long Prompt Experiment-Generation-5-106-Long Prompt Experiment-Generation-5-5097-FREE-Sandra and Tom analy-2024-08-04-12499-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12495:12500-Analysis-FREE,12500,106-Long Prompt Experiment-Generation-6,12499,106-Long Prompt Experiment-Generation-5,12495,0.000,0.000,0.000,1115-FREE-106-Long Prompt Experiment-Generation-6-106-Long Prompt Experiment-Generation-6-5045-FREE-During a follow-up m-2024-08-04-12500-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12495:12501-Analysis-FREE,12501,106-Long Prompt Experiment-Generation-7,12500,106-Long Prompt Experiment-Generation-6,12495,0.000,0.000,0.000,1116-FREE-106-Long Prompt Experiment-Generation-7-106-Long Prompt Experiment-Generation-7-5043-FREE-Sandra and Tom discu-2024-08-04-12501-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12495:12502-Analysis-FREE,12502,106-Long Prompt Experiment-Generation-8,12501,106-Long Prompt Experiment-Generation-7,12495,0.000,0.000,0.000,1117-FREE-106-Long Prompt Experiment-Generation-8-106-Long Prompt Experiment-Generation-8-5044-FREE-Bob and Mary revisit-2024-08-04-12502-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12495:12503-Analysis-FREE,12503,106-Long Prompt Experiment-Generation-9,12502,106-Long Prompt Experiment-Generation-8,12495,0.000,0.000,0.000,1118-FREE-106-Long Prompt Experiment-Generation-9-106-Long Prompt Experiment-Generation-9-5095-FREE-During their project-2024-08-04-12503-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12495:12504-Analysis-FREE,12504,106-Long Prompt Experiment-Generation-10,12495,106-Long Prompt Experiment-Generation-1,12495,0.000,2.000,2.000,1119-FREE-106-Long Prompt Experiment-Generation-10-106-Long Prompt Experiment-Generation-10-5098-FREE-In the final review -2024-08-04-12504-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12515:12515-Analysis-FREE,12515,106-Long Prompt Experiment-Generation-1,,,12515,0.000,,0.000,1047-FREE-106-Long Prompt Experiment-Generation-1-106-Long Prompt Experiment-Generation-1-5041-FREE-Write a single sourc-2024-08-04-12515-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12515:12516-Analysis-FREE,12516,106-Long Prompt Experiment-Generation-2,12524,106-Long Prompt Experiment-Generation-10,12515,3.000,0.000,3.000,1048-FREE-106-Long Prompt Experiment-Generation-2-106-Long Prompt Experiment-Generation-2-5096-FREE-Luke and Bishop conv-2024-08-04-12516-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12515:12517-Analysis-FREE,12517,106-Long Prompt Experiment-Generation-3,12516,106-Long Prompt Experiment-Generation-2,12515,0.000,3.000,3.000,1049-FREE-106-Long Prompt Experiment-Generation-3-106-Long Prompt Experiment-Generation-3-5046-FREE-In a development mee-2024-08-04-12517-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12515:12518-Analysis-FREE,12518,106-Long Prompt Experiment-Generation-4,12517,106-Long Prompt Experiment-Generation-3,12515,0.000,0.000,0.000,1050-FREE-106-Long Prompt Experiment-Generation-4-106-Long Prompt Experiment-Generation-4-5042-FREE-Cindy and Joan met t-2024-08-04-12518-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12515:12519-Analysis-FREE,12519,106-Long Prompt Experiment-Generation-5,12518,106-Long Prompt Experiment-Generation-4,12515,0.000,0.000,0.000,1051-FREE-106-Long Prompt Experiment-Generation-5-106-Long Prompt Experiment-Generation-5-5097-FREE-Sandra and Tom analy-2024-08-04-12519-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12515:12520-Analysis-FREE,12520,106-Long Prompt Experiment-Generation-6,12519,106-Long Prompt Experiment-Generation-5,12515,0.000,0.000,0.000,1115-FREE-106-Long Prompt Experiment-Generation-6-106-Long Prompt Experiment-Generation-6-5045-FREE-During a follow-up m-2024-08-04-12520-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12515:12521-Analysis-FREE,12521,106-Long Prompt Experiment-Generation-7,12520,106-Long Prompt Experiment-Generation-6,12515,0.000,0.000,0.000,1116-FREE-106-Long Prompt Experiment-Generation-7-106-Long Prompt Experiment-Generation-7-5043-FREE-Sandra and Tom discu-2024-08-04-12521-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12515:12522-Analysis-FREE,12522,106-Long Prompt Experiment-Generation-8,12521,106-Long Prompt Experiment-Generation-7,12515,0.000,0.000,0.000,1117-FREE-106-Long Prompt Experiment-Generation-8-106-Long Prompt Experiment-Generation-8-5044-FREE-Bob and Mary revisit-2024-08-04-12522-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12515:12523-Analysis-FREE,12523,106-Long Prompt Experiment-Generation-9,12522,106-Long Prompt Experiment-Generation-8,12515,0.000,0.000,0.000,1118-FREE-106-Long Prompt Experiment-Generation-9-106-Long Prompt Experiment-Generation-9-5095-FREE-During their project-2024-08-04-12523-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12515:12524-Analysis-FREE,12524,106-Long Prompt Experiment-Generation-10,12515,106-Long Prompt Experiment-Generation-1,12515,0.000,0.000,0.000,1119-FREE-106-Long Prompt Experiment-Generation-10-106-Long Prompt Experiment-Generation-10-5098-FREE-In the final review -2024-08-04-12524-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12535:12535-Analysis-FREE,12535,106-Long Prompt Experiment-Generation-1,,,12535,0.000,,0.000,1047-FREE-106-Long Prompt Experiment-Generation-1-106-Long Prompt Experiment-Generation-1-5041-FREE-Write a single sourc-2024-08-04-12535-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12535:12536-Analysis-FREE,12536,106-Long Prompt Experiment-Generation-2,12544,106-Long Prompt Experiment-Generation-10,12535,0.000,0.000,0.000,1048-FREE-106-Long Prompt Experiment-Generation-2-106-Long Prompt Experiment-Generation-2-5096-FREE-Luke and Bishop conv-2024-08-04-12536-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12535:12537-Analysis-FREE,12537,106-Long Prompt Experiment-Generation-3,12536,106-Long Prompt Experiment-Generation-2,12535,0.000,0.000,0.000,1049-FREE-106-Long Prompt Experiment-Generation-3-106-Long Prompt Experiment-Generation-3-5046-FREE-In a development mee-2024-08-04-12537-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12535:12538-Analysis-FREE,12538,106-Long Prompt Experiment-Generation-4,12537,106-Long Prompt Experiment-Generation-3,12535,0.000,0.000,0.000,1050-FREE-106-Long Prompt Experiment-Generation-4-106-Long Prompt Experiment-Generation-4-5042-FREE-Cindy and Joan met t-2024-08-04-12538-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12535:12539-Analysis-FREE,12539,106-Long Prompt Experiment-Generation-5,12538,106-Long Prompt Experiment-Generation-4,12535,0.000,0.000,0.000,1051-FREE-106-Long Prompt Experiment-Generation-5-106-Long Prompt Experiment-Generation-5-5097-FREE-Sandra and Tom analy-2024-08-04-12539-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12535:12540-Analysis-FREE,12540,106-Long Prompt Experiment-Generation-6,12539,106-Long Prompt Experiment-Generation-5,12535,0.000,0.000,0.000,1115-FREE-106-Long Prompt Experiment-Generation-6-106-Long Prompt Experiment-Generation-6-5045-FREE-During a follow-up m-2024-08-04-12540-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12535:12541-Analysis-FREE,12541,106-Long Prompt Experiment-Generation-7,12540,106-Long Prompt Experiment-Generation-6,12535,0.000,0.000,0.000,1116-FREE-106-Long Prompt Experiment-Generation-7-106-Long Prompt Experiment-Generation-7-5043-FREE-Sandra and Tom discu-2024-08-04-12541-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12535:12542-Analysis-FREE,12542,106-Long Prompt Experiment-Generation-8,12541,106-Long Prompt Experiment-Generation-7,12535,0.000,0.000,0.000,1117-FREE-106-Long Prompt Experiment-Generation-8-106-Long Prompt Experiment-Generation-8-5044-FREE-Bob and Mary revisit-2024-08-04-12542-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12535:12543-Analysis-FREE,12543,106-Long Prompt Experiment-Generation-9,12542,106-Long Prompt Experiment-Generation-8,12535,0.000,0.000,0.000,1118-FREE-106-Long Prompt Experiment-Generation-9-106-Long Prompt Experiment-Generation-9-5095-FREE-During their project-2024-08-04-12543-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12535:12544-Analysis-FREE,12544,106-Long Prompt Experiment-Generation-10,12535,106-Long Prompt Experiment-Generation-1,12535,0.000,0.000,0.000,1119-FREE-106-Long Prompt Experiment-Generation-10-106-Long Prompt Experiment-Generation-10-5098-FREE-In the final review -2024-08-04-12544-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12555:12555-Analysis-FREE,12555,106-Long Prompt Experiment-Generation-1,,,12555,2.000,,0.000,1047-FREE-106-Long Prompt Experiment-Generation-1-106-Long Prompt Experiment-Generation-1-5041-FREE-Write a single sourc-2024-08-04-12555-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12555:12556-Analysis-FREE,12556,106-Long Prompt Experiment-Generation-2,12564,106-Long Prompt Experiment-Generation-10,12555,1.000,0.000,1.000,1048-FREE-106-Long Prompt Experiment-Generation-2-106-Long Prompt Experiment-Generation-2-5096-FREE-Luke and Bishop conv-2024-08-04-12556-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12555:12557-Analysis-FREE,12557,106-Long Prompt Experiment-Generation-3,12556,106-Long Prompt Experiment-Generation-2,12555,0.000,1.000,1.000,1049-FREE-106-Long Prompt Experiment-Generation-3-106-Long Prompt Experiment-Generation-3-5046-FREE-In a development mee-2024-08-04-12557-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12555:12558-Analysis-FREE,12558,106-Long Prompt Experiment-Generation-4,12557,106-Long Prompt Experiment-Generation-3,12555,0.000,0.000,0.000,1050-FREE-106-Long Prompt Experiment-Generation-4-106-Long Prompt Experiment-Generation-4-5042-FREE-Cindy and Joan met t-2024-08-04-12558-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12555:12559-Analysis-FREE,12559,106-Long Prompt Experiment-Generation-5,12558,106-Long Prompt Experiment-Generation-4,12555,0.000,0.000,0.000,1051-FREE-106-Long Prompt Experiment-Generation-5-106-Long Prompt Experiment-Generation-5-5097-FREE-Sandra and Tom analy-2024-08-04-12559-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12555:12560-Analysis-FREE,12560,106-Long Prompt Experiment-Generation-6,12559,106-Long Prompt Experiment-Generation-5,12555,1.000,0.000,1.000,1115-FREE-106-Long Prompt Experiment-Generation-6-106-Long Prompt Experiment-Generation-6-5045-FREE-During a follow-up m-2024-08-04-12560-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12555:12561-Analysis-FREE,12561,106-Long Prompt Experiment-Generation-7,12560,106-Long Prompt Experiment-Generation-6,12555,3.000,1.000,2.000,1116-FREE-106-Long Prompt Experiment-Generation-7-106-Long Prompt Experiment-Generation-7-5043-FREE-Sandra and Tom discu-2024-08-04-12561-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12555:12562-Analysis-FREE,12562,106-Long Prompt Experiment-Generation-8,12561,106-Long Prompt Experiment-Generation-7,12555,0.000,3.000,3.000,1117-FREE-106-Long Prompt Experiment-Generation-8-106-Long Prompt Experiment-Generation-8-5044-FREE-Bob and Mary revisit-2024-08-04-12562-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12555:12563-Analysis-FREE,12563,106-Long Prompt Experiment-Generation-9,12562,106-Long Prompt Experiment-Generation-8,12555,0.000,0.000,0.000,1118-FREE-106-Long Prompt Experiment-Generation-9-106-Long Prompt Experiment-Generation-9-5095-FREE-During their project-2024-08-04-12563-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12555:12564-Analysis-FREE,12564,106-Long Prompt Experiment-Generation-10,12555,106-Long Prompt Experiment-Generation-1,12555,0.000,2.000,2.000,1119-FREE-106-Long Prompt Experiment-Generation-10-106-Long Prompt Experiment-Generation-10-5098-FREE-In the final review -2024-08-04-12564-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12575:12575-Analysis-FREE,12575,106-Long Prompt Experiment-Generation-1,,,12575,1.000,,0.000,1047-FREE-106-Long Prompt Experiment-Generation-1-106-Long Prompt Experiment-Generation-1-5041-FREE-Write a single sourc-2024-08-04-12575-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12575:12576-Analysis-FREE,12576,106-Long Prompt Experiment-Generation-2,12584,106-Long Prompt Experiment-Generation-10,12575,1.000,0.000,1.000,1048-FREE-106-Long Prompt Experiment-Generation-2-106-Long Prompt Experiment-Generation-2-5096-FREE-Luke and Bishop conv-2024-08-04-12576-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12575:12577-Analysis-FREE,12577,106-Long Prompt Experiment-Generation-3,12576,106-Long Prompt Experiment-Generation-2,12575,0.000,1.000,1.000,1049-FREE-106-Long Prompt Experiment-Generation-3-106-Long Prompt Experiment-Generation-3-5046-FREE-In a development mee-2024-08-04-12577-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12575:12578-Analysis-FREE,12578,106-Long Prompt Experiment-Generation-4,12577,106-Long Prompt Experiment-Generation-3,12575,0.000,0.000,0.000,1050-FREE-106-Long Prompt Experiment-Generation-4-106-Long Prompt Experiment-Generation-4-5042-FREE-Cindy and Joan met t-2024-08-04-12578-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12575:12579-Analysis-FREE,12579,106-Long Prompt Experiment-Generation-5,12578,106-Long Prompt Experiment-Generation-4,12575,0.000,0.000,0.000,1051-FREE-106-Long Prompt Experiment-Generation-5-106-Long Prompt Experiment-Generation-5-5097-FREE-Sandra and Tom analy-2024-08-04-12579-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12575:12580-Analysis-FREE,12580,106-Long Prompt Experiment-Generation-6,12579,106-Long Prompt Experiment-Generation-5,12575,0.000,0.000,0.000,1115-FREE-106-Long Prompt Experiment-Generation-6-106-Long Prompt Experiment-Generation-6-5045-FREE-During a follow-up m-2024-08-04-12580-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12575:12581-Analysis-FREE,12581,106-Long Prompt Experiment-Generation-7,12580,106-Long Prompt Experiment-Generation-6,12575,0.000,0.000,0.000,1116-FREE-106-Long Prompt Experiment-Generation-7-106-Long Prompt Experiment-Generation-7-5043-FREE-Sandra and Tom discu-2024-08-04-12581-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12575:12582-Analysis-FREE,12582,106-Long Prompt Experiment-Generation-8,12581,106-Long Prompt Experiment-Generation-7,12575,1.000,0.000,1.000,1117-FREE-106-Long Prompt Experiment-Generation-8-106-Long Prompt Experiment-Generation-8-5044-FREE-Bob and Mary revisit-2024-08-04-12582-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12575:12583-Analysis-FREE,12583,106-Long Prompt Experiment-Generation-9,12582,106-Long Prompt Experiment-Generation-8,12575,0.000,1.000,1.000,1118-FREE-106-Long Prompt Experiment-Generation-9-106-Long Prompt Experiment-Generation-9-5095-FREE-During their project-2024-08-04-12583-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12575:12584-Analysis-FREE,12584,106-Long Prompt Experiment-Generation-10,12575,106-Long Prompt Experiment-Generation-1,12575,0.000,1.000,1.000,1119-FREE-106-Long Prompt Experiment-Generation-10-106-Long Prompt Experiment-Generation-10-5098-FREE-In the final review -2024-08-04-12584-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12595:12595-Analysis-FREE,12595,106-Long Prompt Experiment-Generation-1,,,12595,1.000,,0.000,1047-FREE-106-Long Prompt Experiment-Generation-1-106-Long Prompt Experiment-Generation-1-5041-FREE-Write a single sourc-2024-08-04-12595-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12595:12596-Analysis-FREE,12596,106-Long Prompt Experiment-Generation-2,12604,106-Long Prompt Experiment-Generation-10,12595,2.000,0.000,2.000,1048-FREE-106-Long Prompt Experiment-Generation-2-106-Long Prompt Experiment-Generation-2-5096-FREE-Luke and Bishop conv-2024-08-04-12596-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12595:12597-Analysis-FREE,12597,106-Long Prompt Experiment-Generation-3,12596,106-Long Prompt Experiment-Generation-2,12595,0.000,2.000,2.000,1049-FREE-106-Long Prompt Experiment-Generation-3-106-Long Prompt Experiment-Generation-3-5046-FREE-In a development mee-2024-08-04-12597-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12595:12598-Analysis-FREE,12598,106-Long Prompt Experiment-Generation-4,12597,106-Long Prompt Experiment-Generation-3,12595,0.000,0.000,0.000,1050-FREE-106-Long Prompt Experiment-Generation-4-106-Long Prompt Experiment-Generation-4-5042-FREE-Cindy and Joan met t-2024-08-04-12598-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12595:12599-Analysis-FREE,12599,106-Long Prompt Experiment-Generation-5,12598,106-Long Prompt Experiment-Generation-4,12595,0.000,0.000,0.000,1051-FREE-106-Long Prompt Experiment-Generation-5-106-Long Prompt Experiment-Generation-5-5097-FREE-Sandra and Tom analy-2024-08-04-12599-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12595:12600-Analysis-FREE,12600,106-Long Prompt Experiment-Generation-6,12599,106-Long Prompt Experiment-Generation-5,12595,0.000,0.000,0.000,1115-FREE-106-Long Prompt Experiment-Generation-6-106-Long Prompt Experiment-Generation-6-5045-FREE-During a follow-up m-2024-08-04-12600-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12595:12601-Analysis-FREE,12601,106-Long Prompt Experiment-Generation-7,12600,106-Long Prompt Experiment-Generation-6,12595,0.000,0.000,0.000,1116-FREE-106-Long Prompt Experiment-Generation-7-106-Long Prompt Experiment-Generation-7-5043-FREE-Sandra and Tom discu-2024-08-04-12601-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12595:12602-Analysis-FREE,12602,106-Long Prompt Experiment-Generation-8,12601,106-Long Prompt Experiment-Generation-7,12595,0.000,0.000,0.000,1117-FREE-106-Long Prompt Experiment-Generation-8-106-Long Prompt Experiment-Generation-8-5044-FREE-Bob and Mary revisit-2024-08-04-12602-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12595:12603-Analysis-FREE,12603,106-Long Prompt Experiment-Generation-9,12602,106-Long Prompt Experiment-Generation-8,12595,0.000,0.000,0.000,1118-FREE-106-Long Prompt Experiment-Generation-9-106-Long Prompt Experiment-Generation-9-5095-FREE-During their project-2024-08-04-12603-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12595:12604-Analysis-FREE,12604,106-Long Prompt Experiment-Generation-10,12595,106-Long Prompt Experiment-Generation-1,12595,0.000,1.000,1.000,1119-FREE-106-Long Prompt Experiment-Generation-10-106-Long Prompt Experiment-Generation-10-5098-FREE-In the final review -2024-08-04-12604-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12615:12615-Analysis-FREE,12615,106-Long Prompt Experiment-Generation-1,,,12615,0.000,,0.000,1047-FREE-106-Long Prompt Experiment-Generation-1-106-Long Prompt Experiment-Generation-1-5041-FREE-Write a single sourc-2024-08-04-12615-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12615:12616-Analysis-FREE,12616,106-Long Prompt Experiment-Generation-2,12624,106-Long Prompt Experiment-Generation-10,12615,0.000,0.000,0.000,1048-FREE-106-Long Prompt Experiment-Generation-2-106-Long Prompt Experiment-Generation-2-5096-FREE-Luke and Bishop conv-2024-08-04-12616-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12615:12617-Analysis-FREE,12617,106-Long Prompt Experiment-Generation-3,12616,106-Long Prompt Experiment-Generation-2,12615,0.000,0.000,0.000,1049-FREE-106-Long Prompt Experiment-Generation-3-106-Long Prompt Experiment-Generation-3-5046-FREE-In a development mee-2024-08-04-12617-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12615:12618-Analysis-FREE,12618,106-Long Prompt Experiment-Generation-4,12617,106-Long Prompt Experiment-Generation-3,12615,0.000,0.000,0.000,1050-FREE-106-Long Prompt Experiment-Generation-4-106-Long Prompt Experiment-Generation-4-5042-FREE-Cindy and Joan met t-2024-08-04-12618-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12615:12619-Analysis-FREE,12619,106-Long Prompt Experiment-Generation-5,12618,106-Long Prompt Experiment-Generation-4,12615,0.000,0.000,0.000,1051-FREE-106-Long Prompt Experiment-Generation-5-106-Long Prompt Experiment-Generation-5-5097-FREE-Sandra and Tom analy-2024-08-04-12619-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12615:12620-Analysis-FREE,12620,106-Long Prompt Experiment-Generation-6,12619,106-Long Prompt Experiment-Generation-5,12615,0.000,0.000,0.000,1115-FREE-106-Long Prompt Experiment-Generation-6-106-Long Prompt Experiment-Generation-6-5045-FREE-During a follow-up m-2024-08-04-12620-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
12615:12621-Analysis-FREE,12621,106-Long Prompt Experiment-Generation-7,12620,106-Long Prompt Experiment-Generation-6,12615,0.000,0.000,0.000,1116-FREE-106-Long Prompt Experiment-Generation-7-106-Long Prompt Experiment-Generation-7-5043-FREE-Sandra and Tom discu-2024-08-04-12621-Trial-519,1,106-Long Prompt Experiment-Trial-519-2024-08-04
